MC01_c,MC02_c,MC03_c,MC04_c,WFc01_c,PK_State_Average
0,0,1,1,IL,0.6966911764705882
0,0,0,0,CO,0.7090163934426229
0,0,0,0,TX,0.6930051813471503
1,0,1,1,VA,0.7158119658119658
1,0,1,1,TN,0.6728723404255319
1,1,0,0,TN,0.6728723404255319
1,1,1,1,SC,0.7067307692307693
1,1,1,1,NY,0.7316810344827587
1,0,1,0,NY,0.7316810344827587
1,0,1,1,NC,0.6365384615384615
0,0,0,0,SC,0.7067307692307693
1,0,1,1,RI,0.7282608695652174
1,0,0,1,CO,0.7090163934426229
0,0,0,1,CA,0.7258566978193146
1,1,1,1,AZ,0.7268518518518519
1,1,1,1,TN,0.6728723404255319
1,0,1,1,NY,0.7316810344827587
1,0,1,1,CT,0.7205882352941176
1,1,1,1,FL,0.680628272251309
0,0,0,0,WI,0.7091346153846154
1,0,1,0,WA,0.7172619047619048
1,0,0,0,KS,0.75
1,1,1,1,VA,0.7158119658119658
1,1,1,1,PA,0.6622222222222223
1,0,1,1,VA,0.7158119658119658
1,0,1,1,CA,0.7258566978193146
1,1,1,1,MO,0.7005208333333334
1,0,1,1,NY,0.7316810344827587
1,1,1,1,ID,0.6578947368421053
1,1,0,1,AZ,0.7268518518518519
1,1,1,1,NM,0.6944444444444444
0,0,1,1,OH,0.6855828220858896
1,0,1,1,MI,0.7061068702290076
1,0,1,1,FL,0.680628272251309
